4.606124522387775684e-04,5.399573299561004000e-04,6.306654278321227906e-04,7.613454581717975624e-04,1.017644764175839418e-03,1.255301621035220328e-03,1.610858004071320272e-03,2.185109545256298628e-03,2.533045817382243315e-03,5.383510286328163641e-03
3.735169385290634998e-04,4.230893179126505514e-04,4.661949005268590986e-04,5.491755473155162043e-04,6.498425885318271982e-04,8.384387252416712405e-04,1.101477793792107794e-03,1.622684727745176726e-03,2.347284842801746190e-03,4.387305630530620101e-03
3.625603019503395130e-04,3.786333186302473681e-04,4.304282208178338053e-04,5.329995282912637460e-04,5.869645679959879575e-04,7.635380676734007579e-04,9.489490430028707253e-04,1.349973005707428859e-03,2.106540293682871053e-03,4.248114810264624376e-03
3.373567166369302725e-04,3.864925245931444763e-04,4.468729132356529660e-04,4.958331491843587626e-04,5.673615509423759811e-04,7.167866110043766151e-04,8.960359975225555464e-04,1.143837614340424648e-03,1.958031976012125988e-03,4.064570637456448726e-03
3.336304045082505877e-04,3.668795256625160335e-04,3.984005206890126657e-04,4.833416734028329865e-04,5.290073614343498553e-04,6.758933781231936735e-04,8.695118025884119662e-04,1.097293940261728122e-03,1.734462412407126661e-03,3.824935388068035399e-03
3.276536796581484075e-04,3.634404800876022985e-04,3.940730637124035640e-04,4.830842541903197784e-04,5.351658253926541708e-04,6.332151456688141569e-04,7.994956725825124724e-04,1.004285947200763513e-03,1.541423742761369219e-03,3.010977852466640865e-03
3.109385565565500565e-04,3.526071092471108766e-04,3.996327192422730783e-04,4.374428368250884080e-04,5.119763591049638967e-04,6.307528719433522051e-04,7.288601395128128805e-04,9.655970802638161061e-04,1.444047688200644211e-03,2.624528803364590667e-03
3.140516131094503406e-04,3.371353120108653493e-04,3.774267469924879269e-04,4.245176167153763189e-04,5.085673309081621164e-04,5.905542828067180099e-04,7.225647911706495861e-04,9.475889648719465225e-04,1.381093518512673240e-03,2.502245876240248492e-03
2.975190352241967101e-04,3.298165390210731928e-04,3.585592507578565843e-04,4.009829993464781596e-04,5.036539169620668889e-04,5.703205232801480820e-04,6.919549084245514526e-04,9.037636829365677847e-04,1.304272520170604490e-03,2.242676567998362624e-03
3.000228555782797680e-04,3.424423752985173461e-04,3.717899742892208891e-04,4.120047474691394210e-04,4.685731968942176873e-04,5.844012373423975977e-04,6.702583788840655796e-04,9.409041228682493230e-04,1.243848685695286447e-03,2.154682889779594834e-03
