4.908238855005397454e+02,5.273867344008889404e+02,7.105934214012274879e+02,4.581831337223896981e+02,1.273667456898330556e+03,6.883585377614527943e+02,8.201664730465297453e+02,9.468142114816735102e+02,9.938430379779678105e+02,3.585702240485105904e+03
6.323250789681864035e+02,3.603828670529815099e+02,5.279770020092099685e+02,4.571522665022894785e+02,6.105992498910824224e+02,3.470596525600171844e+02,6.221334871777127091e+02,4.471240999426146914e+02,4.014729066869305143e+02,6.082400979371564063e+02
5.504290635542757855e+02,6.322562390024214665e+02,5.508250579145668553e+02,3.945167830179915427e+02,8.602988706140449722e+02,5.177772138990898156e+02,6.362451913156958199e+02,3.155976349616802850e+02,4.648996965068788541e+02,5.956054009437000332e+02
6.788759759837245156e+02,5.805313772211275136e+02,4.977952262109956223e+02,5.305602015686598634e+02,5.285170475793518108e+02,5.194593911148421057e+02,4.576232807544879506e+02,3.343910397673434431e+02,3.153998230301473313e+02,9.546394773334283173e+02
1.459350550255751614e+03,9.164593078598935563e+02,8.112327514483655477e+02,4.691724207755058274e+02,7.635890158067004450e+02,8.598824215446450125e+02,6.485215533273327537e+02,4.668437133679688031e+02,3.494053376568080580e+02,5.921173639064104464e+02
2.029535981253045065e+03,1.656342759574348975e+03,1.511003429677572285e+03,1.030474259028796723e+03,1.589830926970389555e+03,9.303123086857590351e+02,5.885301193435124105e+02,5.508396755374919849e+02,5.644831344273201239e+02,5.099590484809987743e+02
3.145278354904831303e+03,2.069873544622939789e+03,2.620397553393493581e+03,1.590971351448565656e+03,1.686748314258688424e+03,2.192986829667357597e+03,1.694444489417050590e+03,8.077595243529482332e+02,1.130545462170187193e+03,6.725118546351394571e+02
2.990123244340034034e+03,4.042911396392049937e+03,3.292451505108651872e+03,2.585542982166049569e+03,4.107585495769128102e+03,2.424321487948699996e+03,1.959631504714194307e+03,1.493478221993846319e+03,1.002998626928739782e+03,8.647059544540237539e+02
7.550109944941792492e+03,6.376558292318638451e+03,5.725932199870507247e+03,3.655937300872160904e+03,3.309645720631536278e+03,3.333108124075326486e+03,4.180256143326575511e+03,3.249539666191566539e+03,1.774588432965550737e+03,1.244933792287692540e+03
8.951892893367225042e+03,5.345030145623692079e+03,6.277920136003725020e+03,6.814702380611511217e+03,5.956301904547187405e+03,5.013020112203572353e+03,5.412893102242369423e+03,1.722497908497315393e+03,1.859594756623547482e+03,2.370403289958524510e+03
