4.730177146920409581e-01,4.747494538409184894e-01,4.031689267914104202e-01,2.956299164168052496e-01,1.694698755619683805e-01,2.219027545742232599e-01,1.855953021717811624e-01,4.753289951242641032e-02,7.982929151157997297e-03,0.000000000000000000e+00
8.359124896507575952e-01,7.808066554458420461e-01,6.138030929840870842e-01,5.343038010542612293e-01,4.772925062008095964e-01,5.320168321766125530e-01,3.150601672001551723e-01,3.659692180668902006e-01,1.548266255225235200e-01,3.306217591931914258e-03
9.701067822406739261e-01,8.493145024300736701e-01,6.099502667025622493e-01,7.198195023292407457e-01,6.539203134679211216e-01,8.468738651683568319e-01,5.116933079098495707e-01,3.970900976782602010e-01,2.092454186482747558e-01,5.184334995676793956e-02
1.160984022160683971e+00,1.018140536446506594e+00,9.736499516837624491e-01,7.998851306075185352e-01,7.553977124959573297e-01,6.705906334631072108e-01,6.784972581655757118e-01,5.052364887850768760e-01,3.422736129813745976e-01,1.440065324324668050e-01
1.105483226322786727e+00,1.375058872137871813e+00,1.054500844479682176e+00,1.056156031667297102e+00,8.440287453702002285e-01,9.613222709949197364e-01,6.459141665005837529e-01,7.730077242452314534e-01,3.651954103074244729e-01,1.517278298362393640e-01
2.041613172994082070e+00,2.315517601535638459e+00,1.758685555597656380e+00,1.836501376604663172e+00,1.612123215737081505e+00,1.490031139156865914e+00,1.087530401850913986e+00,9.723336614468175432e-01,8.512493063324710896e-01,4.229099860275654654e-01
3.655479192006521494e+00,3.156314767717538494e+00,3.267067428794084183e+00,2.203781626160598694e+00,2.578212851318607335e+00,2.112847047113938892e+00,1.995013110737924311e+00,1.623186999187867130e+00,1.122460325226662947e+00,7.783492818242703226e-01
4.534956966426133107e+00,4.364567050472571985e+00,3.816982326993740404e+00,3.192757635325447652e+00,2.733289020633521194e+00,2.812705645392835407e+00,2.353929448132474622e+00,1.859740992255204395e+00,1.488372968193885759e+00,9.665808118132426241e-01
5.820212107691957293e+00,4.649489312191113832e+00,4.874527384578073885e+00,4.443231103763465306e+00,4.283332410719716599e+00,3.283257207016643697e+00,2.985956481457798350e+00,2.073273373802692721e+00,1.986799004686307324e+00,1.343574325249588197e+00
7.586550278677626657e+00,6.103950771243392914e+00,6.531219981276041864e+00,6.076423779481977760e+00,4.975890288686407814e+00,4.581237426832954540e+00,3.583973262238958402e+00,2.679103493894813059e+00,2.079492809128784980e+00,1.692844382109901069e+00
