4.299291671595362740e-01,4.009634518946756376e-01,4.076599169369506948e-01,4.931950448411218102e-01,5.355433917767463692e-01,5.511064418142804788e-01,6.266278853252105208e-01,6.394716053867290917e-01,6.574107142942544613e-01,7.028430069707382044e-01
3.064821688245399356e-01,3.311372106158582684e-01,3.525041537154568472e-01,3.465923146848398084e-01,3.884388505043329110e-01,3.929392007199125070e-01,4.342919718997128586e-01,5.002493776080157994e-01,5.836430601630120396e-01,7.017225592532260192e-01
2.818764534012638268e-01,2.822583832446426411e-01,2.986227890062418400e-01,3.103215680970671242e-01,3.276777978570195593e-01,3.433367067808503759e-01,3.954750491767211606e-01,4.312119408460461933e-01,5.145163984808944768e-01,6.293369893570792684e-01
2.498004957987292884e-01,2.605753620112473135e-01,2.706535931010186080e-01,2.919088857071127086e-01,3.069604079589642875e-01,3.141710512544939604e-01,3.517101222543896899e-01,4.232951280164510832e-01,4.547461311258499950e-01,5.491394599572783086e-01
2.321219358168558344e-01,2.431451763691341028e-01,2.572391475324220522e-01,2.698642944047597858e-01,2.785627749963698330e-01,2.906173008658731183e-01,3.250905608097843236e-01,3.550394181398180971e-01,4.093792210867526205e-01,5.241283657817294994e-01
2.008040480263953431e-01,1.971477887762762560e-01,2.173125046984775710e-01,2.246443059079984983e-01,2.348544768248330139e-01,2.638676567416375907e-01,2.770134897163908372e-01,3.024178787442697303e-01,3.344045281027133165e-01,4.427504104152731879e-01
1.614353488630091982e-01,1.752479788841576902e-01,1.736449249664225036e-01,1.944297590965223255e-01,1.916895370759127137e-01,2.091056109729069190e-01,2.264329067966509013e-01,2.516989786332791690e-01,2.870519910279244469e-01,3.420775842906169095e-01
1.551425556806676487e-01,1.555754706976141544e-01,1.661115686269780123e-01,1.795933344325590098e-01,1.760662307392731607e-01,1.920833327023932224e-01,1.998097240452172130e-01,2.266178623645514201e-01,2.561627783679223946e-01,3.132551244615892072e-01
1.427808754437261962e-01,1.410098757032631489e-01,1.480781961426259896e-01,1.585694993640110184e-01,1.675294882585275924e-01,1.781280732796843291e-01,1.838068709146419566e-01,2.086531253505704009e-01,2.417429892848080297e-01,2.851234783139066642e-01
1.239291887892091104e-01,1.351850811922352680e-01,1.424291920609901119e-01,1.437203147371435008e-01,1.546480323390447553e-01,1.597360598377739749e-01,1.833522000834003629e-01,2.006532041854008908e-01,2.276514070823129343e-01,2.669807072966022821e-01
